primary_key;phone_area_code;city;active
303;2601;Nauort;false
304;2602;Montabaur;false
305;2603;Bad Ems;false
306;2604;Nassau Lahn;false
307;2605;Löf;false
308;2606;Winningen Mosel;false
309;2607;Kobern-Gondorf;false
310;2608;Welschneudorf;false
311;261;Koblenz a Rhein;false
312;2620;Neuhäusel Westerw;false
313;2621;Lahnstein;false
314;2622;Bendorf Rhein;false
315;2623;Ransbach-Baumbach;false
316;2624;Höhr-Grenzhausen;false
317;2625;Ochtendung;false
318;2626;Selters Westferwald;false
319;2627;Braubach;false
320;2628;Rhens;false
321;2630;Mülheim-Kärlich;false
322;2631;Neuwied;false
323;2632;Andernach;false
324;2633;Brohl-Lützing;false
325;2634;Rengsdorf;false
326;2635;Rheinbrohl;false
327;2636;Burgbrohl;false
328;2637;Weissenthurm;false
329;2638;Waldbreitbach;false
330;2639;Anhausen Kr Neuwied;false
331;2641;Bad Neuenahr-Ahrweiler;false
332;2642;Remagen;false
333;2643;Altenahr;false
334;2644;Linz am Rhein;false
335;2645;Vettelschoss;false
336;2646;Königsfeld Eifel;false
337;2647;Kesseling;false
338;2651;Mayen;false
339;2652;Mendig;false
340;2653;Kaisersesch;false
341;2654;Polch;false
342;2655;Weibern;false
343;2656;Virneburg;false
344;2657;Uersfeld;false
345;2661;Bad Marienberg Westerwald;false
346;2662;Hachenburg;false
347;2663;Westerburg Westerw;false
348;2664;Rennerod;false
349;2666;Freilingen Westerw;false
350;2667;Stein-Neukirch;false
351;2671;Cochem;false
352;2672;Treis-Karden;false
353;2673;Ellenz-Poltersdorf;false
354;2674;Bad Bertrich;false
355;2675;Ediger-Eller;false
356;2676;Ulmen;false
357;2677;Lutzerath;false
358;2678;Büchel b Cochem;false
359;2680;Mündersbach;false
360;2681;Altenkirchen Westerwald;false
361;2682;Hamm Sieg;false
362;2683;Asbach Westerw;false
363;2684;Puderbach Westerw;false
364;2685;Flammersfeld;false
365;2686;Weyerbusch;false
366;2687;Horhausen Westerwald;false
367;2688;Kroppach;false
368;2689;Dierdorf;false
369;2691;Adenau;false
370;2692;Kelberg;false
371;2693;Antweiler;false
372;2694;Wershofen;false
373;2695;Insul;false
374;2696;Nohn Eifel;false
375;2697;Blankenheim-Ahrhütte;false
376;271;Siegen;false
377;2721;Lennestadt;false
378;2722;Attendorn;false
379;2723;Kirchhundem;false
380;2724;Finnentrop-Serkenrode;false
381;2725;Lennestadt-Oedingen;false
382;2732;Kreuztal;false
383;2733;Hilchenbach;false
384;2734;Freudenberg Westf;false
385;2735;Neunkirchen Siegerl;false
386;2736;Burbach Siegerl;false
387;2737;Netphen-Deuz;false
388;2738;Netphen;false
389;2739;Wilnsdorf;false
390;2741;Betzdorf;false
391;2742;Wissen;false
392;2743;Daaden;false
393;2744;Herdorf;false
394;2745;Brachbach Sieg;false
395;2747;Molzhain;false
396;2750;Diedenshausen;false
397;2751;Bad Berleburg;false
398;2752;Bad Laasphe;false
399;2753;Erndtebrück;false
400;2754;Bad Laasphe-Feudingen;false
401;2755;Bad Berleburg-Schwarzenau;false
402;2758;Bad Berleburg-Girkhausen;false
403;2759;Bad Berleburg-Aue;false
404;2761;Olpe Biggesee;false
405;2762;Wenden Südsauerland;false
406;2763;Drolshagen-Bleche;false
407;2764;Welschen Ennest;false
408;2770;Eschenburg;false
409;2771;Dillenburg;false
410;2772;Herborn Hess;false
411;2773;Haiger;false
412;2774;Dietzhölztal;false
413;2775;Driedorf;false
414;2776;Bad Endbach-Hartenrod;false
415;2777;Breitscheid Hess;false
416;2778;Siegbach;false
417;2779;Greifenstein-Beilstein;false
418;2801;Xanten;false
419;2802;Alpen;false
420;2803;Wesel-Büderich;false
421;2804;Xanten-Marienbaum;false
422;281;Wesel;false
423;2821;Kleve Niederrhein;false
424;2822;Emmerich;false
425;2823;Goch;false
426;2824;Kalkar;false
427;2825;Uedem;false
428;2826;Kranenburg Niederrhein;false
429;2827;Goch-Hassum;false
430;2828;Emmerich-Elten;false
431;2831;Geldern;false
432;2832;Kevelaer;false
433;2833;Kerken;false
434;2834;Straelen;false
435;2835;Issum;false
436;2836;Wachtendonk;false
437;2837;Weeze;false
438;2838;Sonsbeck;false
439;2839;Straelen-Herongen;false
440;2841;Moers;false
441;2842;Kamp-Lintfort;false
442;2843;Rheinberg;false
443;2844;Rheinberg-Orsoy;false
444;2845;Neukirchen-Vluyn;false
445;2850;Rees-Haldern;false
446;2851;Rees;false
447;2852;Hamminkeln;false
448;2853;Schermbeck;false
449;2855;Voerde Niederrhein;false
450;2856;Hamminkeln-Brünen;false
451;2857;Rees-Mehr;false
452;2858;Hünxe;false
453;2859;Wesel-Bislich;false
454;2861;Borken Westf;false
455;2862;Südlohn;false
456;2863;Velen;false
457;2864;Reken;false
458;2865;Raesfeld;false
459;2866;Dorsten-Rhade;false
460;2867;Heiden Kr Borken;false
461;2871;Bocholt;false
462;2872;Rhede Westf;false
463;2873;Isselburg-Werth;false
464;2874;Isselburg;false
465;2902;Warstein;false
466;2903;Meschede-Freienohl;false
467;2904;Bestwig;false
468;2905;Bestwig-Ramsbeck;false
469;291;Meschede;false
470;2921;Soest;false
471;2922;Werl;false
472;2923;Lippetal-Herzfeld;false
473;2924;Möhnesee;false
474;2925;Warstein-Allagen;false
475;2927;Neuengeseke;false
476;2928;Soest-Ostönnen;false
477;2931;Arnsberg;false
478;2932;Neheim-Hüsten;false
479;2933;Sundern Sauerland;false
480;2934;Sundern-Altenhellefeld;false
481;2935;Sundern-Hachen;false
482;2937;Arnsberg-Oeventrop;false
483;2938;Ense;false
484;2941;Lippstadt;false
485;2942;Geseke;false
486;2943;Erwitte;false
487;2944;Rietberg-Mastholte;false
488;2945;Lippstadt-Benninghausen;false
489;2947;Anröchte;false
490;2948;Lippstadt-Rebbeke;false
491;2951;Büren;false
492;2952;Rüthen;false
493;2953;Wünnenberg;false
494;2954;Rüthen-Oestereiden;false
495;2955;Büren-Wewelsburg;false
496;2957;Wünnenberg-Haaren;false
497;2958;Büren-Harth;false
498;2961;Brilon;false
499;2962;Olsberg;false
500;2963;Brilon-Messinghausen;false
501;2964;Brilon-Alme;false
502;2971;Schmallenberg-Dorlar;false
503;2972;Schmallenberg;false
504;2973;Eslohe Sauerland;false
505;2974;Schmallenberg-Fredeburg;false
506;2975;Schmallenberg-Oberkirchen;false
507;2977;Schmallenberg-Bödefeld;false
508;2981;Winterberg Westf;false
509;2982;Medebach;false
510;2983;Winterberg-Siedlinghausen;false
511;2984;Hallenberg;false
512;2985;Winterberg-Niedersfeld;false
513;2991;Marsberg-Bredelar;false
514;2992;Marsberg;false
515;2993;Marsberg-Canstein;false
516;2994;Marsberg-Westheim;false
517;30;Berlin;false
518;3301;Oranienburg;false
519;3302;Hennigsdorf;false
520;3303;Birkenwerder;false
521;3304;Velten;false
522;33051;Nassenheide;false
523;33052;Leegebruch;false
524;33053;Zehlendorf Kr Oberhavel;false
525;33054;Liebenwalde;false
526;33055;Kremmen;false
527;33056;Mühlenbeck Kr Oberhavel;false
528;3306;Gransee;false
529;3307;Zehdenick;false
530;33080;Marienthal Kr Oberhavel;false
531;33082;Menz Kr Oberhavel;false
532;33083;Schulzendorf Kr Oberhavel;false
533;33084;Gutengermendorf;false
534;33085;Seilershof;false
535;33086;Grieben Kr Oberhavel;false
536;33087;Bredereiche;false
537;33088;Falkenthal;false
538;33089;Himmelpfort;false
539;33093;Fürstenberg Havel;false
540;33094;Löwenberg;false
541;331;Potsdam;false
542;33200;Bergholz-Rehbrücke;false
543;33201;Gross Glienicke;false
544;33202;Töplitz;false
545;33203;Kleinmachnow;false
546;33204;Beelitz Mark;false
547;33205;Michendorf;false
548;33206;Fichtenwalde;false
549;33207;Gross Kreutz;false
550;33208;Fahrland;false
551;33209;Caputh;false
552;3321;Nauen Brandenb;false
553;3322;Falkensee;false
554;33230;Börnicke Kr Havelland;false
555;33231;Pausin;false
556;33232;Brieselang;false
557;33233;Ketzin;false
558;33234;Wustermark;false
559;33235;Friesack;false
560;33237;Paulinenaue;false
561;33238;Senzke;false
562;33239;Gross Behnitz;false
563;3327;Werder Havel;false
564;3328;Teltow;false
565;3329;Stahnsdorf;false
566;3331;Angermünde;false
567;3332;Schwedt/Oder;false
568;33331;Casekow;false
569;33332;Gartz Oder;false
570;33333;Tantow;false
571;33334;Greiffenberg;false
572;33335;Pinnow Kr Uckermark;false
573;33336;Passow Kr Uckermark;false
574;33337;Altkünkendorf;false
575;33338;Stolpe/Oder;false
576;3334;Eberswalde;false
577;3335;Finowfurt;false
578;33361;Joachimsthal;false
579;33362;Liepe Kr Barnim;false
580;33363;Altenhof Kr Barnim;false
581;33364;Gross Ziethen Kr Barnim;false
582;33365;Lüdersdorf Kr Barnim;false
583;33366;Chorin;false
584;33367;Friedrichswalde Brandenb;false
585;33368;Hohensaaten;false
586;33369;Oderberg;false
587;3337;Biesenthal Brandenb;false
588;3338;Bernau Brandenb;false
589;33393;Gross Schönebeck Kr Barnim;false
590;33394;Blumberg Kr Barnim;false
591;33395;Zerpenschleuse;false
592;33396;Klosterfelde;false
593;33397;Wandlitz;false
594;33398;Werneuchen;false
595;3341;Strausberg;false
596;3342;Neuenhagen b Berlin;false
597;33432;Müncheberg;false
598;33433;Buckow Märk Schweiz;false
599;33434;Herzfelde b Strausberg;false
600;33435;Rehfelde;false
601;33436;Prötzel;false
602;33437;Reichenberg b Strausberg;false
603;33438;Altlandsberg;false
604;33439;Fredersdorf-Vogelsdorf;false
605;3344;Bad Freienwalde;false
606;33451;Heckelberg;false
607;33452;Neulewin;false
608;33454;Wölsickendorf/Wollenberg;false
609;33456;Wriezen;false
610;33457;Altreetz;false
611;33458;Falkenberg Mark;false
612;3346;Seelow;false
613;33470;Lietzen;false
614;33472;Golzow b Seelow;false
615;33473;Zechin;false
616;33474;Neutrebbin;false
617;33475;Letschin;false
618;33476;Neuhardenberg;false
619;33477;Trebnitz b Müncheberg;false
620;33478;Gross Neuendorf;false
621;33479;Küstrin-Kietz;false
622;335;Frankfurt (Oder);false
623;33601;Podelzig;false
624;33602;Alt Zeschdorf;false
625;33603;Falkenhagen b Seelow;false
626;33604;Lebus;false
627;33605;Boossen;false
628;33606;Müllrose;false
629;33607;Briesen Mark;false
630;33608;Jacobsdorf Mark;false
631;33609;Brieskow-Finkenheerd;false
632;3361;Fürstenwalde Spree;false
633;3362;Erkner;false
634;33631;Bad Saarow-Pieskow;false
635;33632;Hangelsberg;false
636;33633;Spreenhagen;false
637;33634;Berkenbrück Kr Oder-Spree;false
638;33635;Arensdorf Kr Oder-Spree;false
639;33636;Steinhöfel Kr Oder-Spree;false
640;33637;Beerfelde;false
641;33638;Rüdersdorf b Berlin;false
642;3364;Eisenhüttenstadt;false
643;33652;Neuzelle;false
644;33653;Ziltendorf;false
645;33654;Fünfeichen;false
646;33655;Grunow Kr Oder-Spree;false
647;33656;Bahro;false
648;33657;Steinsdorf Brandenb;false
649;3366;Beeskow;false
650;33671;Lieberose;false
651;33672;Pfaffendorfb Beeskow;false
652;33673;Weichensdorf;false
653;33674;Trebatsch;false
654;33675;Tauche;false
655;33676;Friedland b Beeskow;false
656;33677;Glienicke b Beeskow;false
657;33678;Storkow Mark;false
658;33679;Wendisch Rietz;false
659;33701;Grossbeeren;false
660;33702;Wünsdorf;false
661;33703;Sperenberg;false
662;33704;Baruth Mark;false
663;33708;Rangsdorf;false
664;3371;Luckenwalde;false
665;3372;Jüterbog;false
666;33731;Trebbin;false
667;33732;Hennickendorf b Luckenwalde;false
668;33733;Stülpe;false
669;33734;Felgentreu;false
670;33741;Niedergörsdorf;false
671;33742;Oehna Brandenb;false
672;33743;Blönsdorf;false
673;33744;Hohenseefeld;false
674;33745;Petkus;false
675;33746;Werbig b Jüterbog;false
676;33747;Marzahna;false
677;33748;Treuenbrietzen;false
678;3375;Königs Wusterhausen;false
679;33760;Münchehofe Kr Dahme-Spreewald;false
680;33762;Zeuthen;false
681;33763;Bestensee;false
682;33764;Mittenwalde Mark;false
683;33765;Märkisch Buchholz;false
684;33766;Teupitz;false
685;33767;Friedersdorf b Berlin;false
686;33768;Prieros;false
687;33769;Töpchin;false
688;3377;Zossen Brandenb;false
689;3378;Ludwigsfelde;false
690;3379;Mahlow;false
691;3381;Brandenburg an der Havel;false
692;3382;Lehnin;false
693;33830;Ziesar;false
694;33831;Weseram;false
695;33832;Rogäsen;false
696;33833;Wollin b Brandenburg;false
697;33834;Pritzerbe;false
698;33835;Golzow b Brandenburg;false
699;33836;Butzow b Brandenburg;false
700;33837;Brielow;false
701;33838;Päwesin;false
702;33839;Wusterwitz;false
703;33841;Belzig;false
704;33843;Niemegk;false
705;33844;Brück Brandenb;false
706;33845;Borkheide;false
707;33846;Dippmannsdorf;false
708;33847;Görzke;false
709;33848;Raben;false
710;33849;Wiesenburg Mark;false
711;3385;Rathenow;false
712;3386;Premnitz;false
713;33870;Zollchow b Rathenow;false
714;33872;Hohennauen;false
715;33873;Grosswudicke;false
716;33874;Stechow Brandenb;false
717;33875;Rhinow;false
718;33876;Buschow;false
719;33877;Nitzahn;false
720;33878;Nennhausen;false
721;3391;Neuruppin;false
722;33920;Walsleben b Neuruppin;false
723;33921;Zechlinerhütte;false
724;33922;Karwesee;false
725;33923;Flecken Zechlin;false
726;33924;Rägelin;false
727;33925;Wustrau-Altfriesack;false
728;33926;Herzberg Mark;false
729;33927;Linum;false
730;33928;Wildberg Brandenb;false
731;33929;Gühlen-Glienicke;false
732;33931;Rheinsberg Mark;false
733;33932;Fehrbellin;false
734;33933;Lindow Mark;false
735;3394;Wittstock Dosse;false
736;3395;Pritzwalk;false
737;33962;Heiligengrabe;false
738;33963;Wulfersdorf b Wittstock;false
739;33964;Fretzdorf;false
740;33965;Herzsprung b Wittstock;false
741;33966;Dranse;false
742;33967;Freyenstein;false
743;33968;Meyenburg Kr Prignitz;false
744;33969;Stepenitz;false
745;33970;Neustadt Dosse;false
746;33971;Kyritz Brandenb;false
747;33972;Breddin;false
748;33973;Zernitz b Neustadt Dosse;false
749;33974;Dessow;false
750;33975;Dannenwalde Kr Prignitz;false
751;33976;Wutike;false
752;33977;Gumtow;false
753;33978;Segeletz;false
754;33979;Wusterhausen Dosse;false
755;33981;Putlitz;false
756;33982;Hoppenrade Kr Prignitz;false
757;33983;Gross Pankow Kr Prignitz;false
758;33984;Blumenthal b Pritzwalk;false
759;33986;Falkenhagen Kr Prignitz;false
760;33989;Sadenbeck;false
761;340;Dessau Anh;false
762;341;Leipzig;false
763;34202;Delitzsch;false
764;34203;Zwenkau;false
765;34204;Schkeuditz;false
766;34205;Markranstädt;false
767;34206;Rötha;false
768;34207;Zwochau;false
769;34208;Löbnitz B Delitzsch;false
770;3421;Torgau;false
771;34221;Schildau Gneisenaustadt;false
772;34222;Arzberg b Torgau;false
773;34223;Dommitzsch;false
774;34224;Belgern Sachs;false
775;3423;Eilenburg;false
776;34241;Jesewitz;false
777;34242;Hohenpriessnitz;false
778;34243;Bad Düben;false
779;34244;Mockrehna;false
780;3425;Wurzen;false
781;34261;Kühren b Wurzen;false
782;34262;Falkenhain b Wurzen;false
783;34263;Hohburg;false
784;34291;Borsdorf;false
785;34292;Brandis b Wurzen;false
786;34293;Naunhof b Grimma;false
787;34294;Rackwitz;false
788;34295;Krensitz;false
789;34296;Groitzsch b Pegau;false
790;34297;Liebertwolkwitz;false
791;34298;Taucha b Leipzig;false
792;34299;Gaschwitz;false
793;3431;Döbeln;false
794;34321;Leisnig;false
795;34322;Rosswein;false
796;34324;Ostrau Sachs;false
797;34325;Mochau-Lüttewitz;false
798;34327;Waldheim Sachs;false
799;34328;Hartha b Döbeln;false
800;3433;Borna Stadt;false
801;34341;Geithain;false
802;34342;Neukieritzsch;false
803;34343;Regis-Breitingen;false
804;34344;Kohren-Sahlis;false
805;34345;Bad Lausick;false
806;34346;Narsdorf;false
807;34347;Oelzschau b Borna;false
808;34348;Frohburg;false
809;3435;Oschatz;false
810;34361;Dahlen Sachs;false
811;34362;Mügeln b Oschatz;false
812;34363;Cavertitz;false
813;34364;Wermsdorf;false
814;3437;Grimma;false
815;34381;Colditz;false
816;34382;Nerchau;false
817;34383;Trebsen Mulde;false
818;34384;Grossbothen;false
819;34385;Mutzschen;false
820;34386;Dürrweitzschen B Grimma;false
821;3441;Zeitz;false
822;34422;Osterfeld;false
823;34423;Heuckewalde;false
824;34424;Reuden b Zeitz;false
825;34425;Droyssig;false
826;34426;Kayna;false
827;3443;Weissenfels Sachs-Anh;false
828;34441;Hohenmölsen;false
829;34443;Teuchern;false
830;34444;Lützen;false
831;34445;Stößen;false
832;34446;Grosskorbetha;false
833;3445;Naumburg Saale;false
834;34461;Nebra Unstrut;false
835;34462;Laucha Unstrut;false
836;34463;Bad Kösen;false
837;34464;Freyburg Unstrut;false
838;34465;Bad Bibra;false
839;34466;Janisroda;false
840;34467;Eckartsberga;false
841;3447;Altenburg Thür;false
842;3448;Meuselwitz Thür;false
843;34491;Schmölln Thür;false
844;34492;Lucka;false
845;34493;Gößnitz Thür;false
846;34494;Ehrenhain;false
847;34495;Dobitschen;false
848;34496;Nöbdenitz;false
849;34497;Langenleuba-Niederhain;false
850;34498;Rositz;false
851;345;Halle Saale;false
852;34600;Ostrau Saalkreis;false
853;34601;Teutschenthal;false
854;34602;Landsberg Sachs-Anh;false
855;34603;Nauendorf Sachs-Anh;false
856;34604;Niemberg;false
857;34605;Gröbers;false
858;34606;Teicha Sachs-Anh;false
859;34607;Wettin;false
860;34609;Salzmünde;false
861;3461;Merseburg Saale;false
862;3462;Bad Dürrenberg;false
863;34632;Mücheln Geiseltal;false
864;34633;Braunsbedra;false
865;34635;Bad Lauchstädt;false
866;34636;Schafstädt;false
867;34637;Frankleben;false
868;34638;Zöschen;false
869;34639;Wallendorf Luppe;false
870;3464;Sangerhausen;false
871;34651;Rossla;false
872;34652;Allstedt;false
873;34653;Rottleberode;false
874;34654;Stolberg Harz;false
875;34656;Wallhausen Sachs-Anh;false
876;34658;Hayn Harz;false
877;34659;Blankenheim b Sangerhausen;false
878;3466;Artern Unstrut;false
879;34671;Bad Frankenhausen Kyffhäuser;false
880;34672;Rossleben;false
881;34673;Heldrungen;false
882;34691;Könnern;false
883;34692;Alsleben Saale;false
884;3471;Bernburg Saale;false
